transaction_id,timestamp,amount,merchant_id,customer_id,is_fraud
1,2021-05-18 01:30:51,689.98,4e8b454a,de6120cc,1
2,2021-03-05 22:55:31,10.83,d6ef6751,afed4bda,1
3,2022-05-14 18:24:29,532.56,a7528d06,5da557e2,0
4,2022-04-11 12:10:37,961.92,e7cb63f1,e30772ec,0
5,2021-01-04 03:56:54,366.77,140e64c8,f01845c1,1
6,2022-07-05 03:27:54,955.13,e816d29c,e4463915,1
7,2022-12-29 15:02:51,621.1,6975a140,0a66bbb2,0
8,2021-02-26 05:44:11,547.32,d9d7bba8,0bb426f0,0
9,2021-01-26 14:09:34,507.55,845bbe28,1e661f11,0
10,2021-08-25 05:08:02,64.71,91b1f76b,3362ea31,1
11,2021-06-26 02:40:43,477.26,eddc702a,27ac43b3,0
12,2022-08-03 19:39:07,585.73,227771fe,c5703c6f,0
13,2022-06-29 19:54:20,423.53,a35b0457,dd9481e2,1
14,2020-04-25 19:13:03,15.42,45c6e5e1,54cb8503,1
15,2022-10-28 01:46:40,21.85,942b90f9,ede3c415,0
16,2021-11-11 02:55:59,7.44,0f981832,1ec6559b,0
17,2020-04-17 23:52:18,680.46,fed6a763,7f53b619,1
18,2022-11-26 10:21:00,843.15,d0d002a8,9693d082,1
19,2020-09-12 21:23:01,949.71,7314f5c6,a06eeb58,0
20,2021-10-30 00:16:38,479.58,e341ab78,d9403d32,0
21,2022-09-29 18:50:01,178.07,95d897a8,fd39846c,1
22,2022-09-02 10:37:52,93.44,26596b02,a03a011e,0
23,2022-06-05 10:50:13,187.35,098f731d,df6f76cd,1
24,2022-09-07 13:06:34,83.93,9001182c,f7a5e522,0
25,2020-07-22 15:04:34,532.43,bacf3a12,44889192,1
26,2021-09-11 21:04:09,941.56,a47574ef,4629f45a,0
27,2021-09-08 01:51:03,248.56,87b97207,c59277fb,0
28,2022-02-02 11:07:49,617.11,6ec4874c,fcf11817,1
29,2021-03-17 07:14:40,192.07,9bbfaea0,b932f407,1
30,2020-11-11 06:22:57,787.91,ec90b95e,4e9fe106,1
31,2020-07-26 14:35:31,954.63,deda7f06,c186d1dc,0
32,2022-12-15 09:30:26,187.45,21298bc6,6a1b6091,0
33,2020-10-25 10:52:33,251.76,e09373af,4baed3e5,1
34,2021-12-17 20:25:50,973.24,040e1eab,abcc6d23,1
35,2022-08-02 09:02:34,396.88,adb3b010,3161199e,1
36,2022-11-15 02:26:59,978.71,83ac6053,1f0c6fca,1
37,2020-07-08 11:36:37,279.72,5c1171ac,e8ee074f,1
38,2021-03-18 12:13:50,914.77,2db0aaf4,dae9552a,0
39,2021-08-10 19:14:17,939.98,f88995e2,008931bb,1
40,2020-06-25 21:24:17,189.22,c86b779b,90af0293,1
41,2020-05-18 23:26:46,770.68,f640c227,35aa73c0,1
42,2021-07-17 05:41:25,871.3,83446856,3eb8dcb1,1
43,2021-02-10 07:44:48,204.13,ba1b9a8a,7b087466,0
44,2021-12-23 20:35:11,629.16,b46123db,fe8e2519,1
45,2022-08-31 01:27:23,746.75,3b480794,11ba7e9b,1
46,2021-03-22 22:09:40,629.81,77fc2dd2,1b1633d8,1
47,2020-07-15 02:29:33,647.12,40197c41,8c6777e9,1
48,2020-08-04 15:45:56,891.33,0cbac23d,97fc1594,0
49,2021-06-05 22:09:00,472.97,81a2a785,fd44a3fa,1
50,2020-11-18 15:14:04,105.83,4cfc339a,cf07392f,0
51,2021-07-20 10:33:17,983.01,fdd0e06b,9e124618,1
52,2021-07-16 21:05:13,694.21,f3de3eae,9836b709,0
53,2021-04-15 14:06:54,549.17,c4b762d3,4e33b412,0
54,2022-11-30 19:47:49,950.52,cb4e2dde,338e3c52,1
55,2021-02-19 19:38:46,973.27,66318f9c,e9f49ba0,0
56,2021-11-20 02:51:24,424.34,f51c14bf,ac48ce13,0
57,2021-03-25 02:32:31,226.54,6b1c999c,889a81fe,1
58,2021-06-26 03:39:45,229.92,f1147406,4c887f55,0
59,2022-04-27 12:47:39,144.09,0a53b758,258ace4a,1
60,2021-10-09 05:08:17,877.57,ec872759,e3b2ddd4,1
61,2021-03-29 00:58:35,569.23,1d734771,d9c0ea41,1
62,2022-07-10 05:01:43,753.52,201ad717,26ce11e2,1
63,2020-04-20 19:48:53,68.54,5d6b1d80,b9c0e2dc,0
64,2020-05-24 07:26:40,351.2,89a0811e,51eaec6d,0
65,2020-09-04 17:28:00,323.99,8824749e,fa3b260b,0
66,2022-11-26 20:24:52,45.78,1dadd3c0,502f9886,1
67,2020-04-29 10:50:55,171.35,d27b2bda,62de5aeb,1
68,2021-11-25 09:35:59,71.78,9bbf2b8b,4a3166f2,0
69,2022-03-09 21:11:23,557.19,f2ae55e6,f18c310e,1
70,2022-10-13 23:52:39,467.28,8677e1c9,f3a4252a,0
71,2021-05-24 11:33:58,780.13,387854c9,98ed55bb,1
72,2020-09-18 17:48:09,431.36,9a8c4d32,2149d7be,0
73,2022-01-08 21:54:55,18.15,67a80b17,8c1ad073,1
74,2021-03-15 20:45:34,234.54,dc841e97,6742672c,0
75,2021-12-25 19:23:24,208.82,f25bd2b3,12e36f19,0
76,2022-06-29 04:41:59,568.73,de955bda,fd49ebcf,0
77,2022-08-05 21:59:14,342.86,71e9e255,f7b71977,1
78,2020-01-04 08:40:27,255.34,d01ce72e,4dfa5648,0
79,2020-07-12 14:40:46,379.01,8c02eaf0,d6614d7a,0
80,2022-01-15 22:09:20,245.37,a619d7fe,5b70e38d,0
81,2022-07-03 02:41:37,625.27,2962661b,e2f353f7,0
82,2022-07-04 14:12:15,837.1,1ef50cd4,f04f8256,1
83,2020-03-29 12:43:04,656.19,953fffc0,3d0b73f2,1
84,2021-12-03 03:51:43,850.61,124700f2,56750f02,1
85,2022-10-31 05:55:21,696.05,47a983da,ed0b95a0,1
86,2020-05-02 03:40:03,734.75,eb48e1dc,bb1003dd,1
87,2022-06-15 18:14:40,48.43,a5cbb4bc,6ced691b,1
88,2022-02-25 07:09:47,745.56,954c58e9,e307016c,1
89,2022-01-10 03:31:39,292.12,0a50630e,c7da1c4f,1
90,2021-07-02 09:28:49,122.41,e4c84ef6,6e2b8e4e,1
91,2021-03-14 03:11:07,318.17,b9347832,d4fbc237,1
92,2022-04-21 10:16:21,55.66,9f3891af,b6bc355e,1
93,2021-07-10 22:46:41,817.05,925f4032,873953ba,0
94,2021-05-11 23:09:00,872.56,05eff334,fadf1ba3,0
95,2022-10-16 14:58:56,756.03,39594d36,2101bc77,0
96,2021-07-26 11:42:14,641.04,2956df15,1309ad69,0
97,2022-12-14 02:57:14,434.19,08c34492,9a060591,1
98,2020-02-18 19:19:36,419.29,1be1c853,f9ad2c72,1
99,2021-09-19 20:06:54,85.48,4439238a,41a1ae6b,0
100,2021-11-23 19:42:40,801.23,a6e0eee6,a70491cd,1
101,2021-06-28 19:14:56,487.13,c2525cbf,588278a3,1
102,2022-08-02 15:12:40,43.43,26c800b5,31c46531,1
103,2020-09-02 04:39:31,319.05,54f5f854,9d9f0d5f,1
104,2020-06-07 18:38:57,825.67,191f41ed,2cddf7c3,0
105,2022-01-26 23:46:19,390.86,239d1a4b,ebf94ca7,0
106,2021-12-16 13:57:00,869.54,a0f7974d,97722718,0
107,2021-05-26 06:18:42,298.73,f68eea95,0de8f74f,0
108,2020-11-30 19:34:54,772.54,796011d7,31aa4934,0
109,2022-11-12 19:53:51,933.21,f8091ef7,54fadece,0
110,2021-09-25 05:58:53,156.61,579c2fa0,ec24f2d5,1
111,2020-05-14 07:46:30,687.46,d5757100,c20ae63a,1
112,2022-10-27 13:03:18,550.21,97334fb9,f628a9ef,1
113,2021-04-26 19:31:04,179.08,199d9326,2030d77e,1
114,2020-11-05 06:20:55,766.18,0942355f,afce9573,1
115,2020-10-14 21:04:00,213.04,eb1f8217,e4e277a8,1
116,2020-08-17 17:50:32,316.69,b1584324,2f88aec5,0
117,2020-03-25 03:04:15,451.09,1911c1c9,72c7a0eb,1
118,2020-10-26 15:19:23,545.37,e5f63e4a,34d15b0f,1
119,2022-12-15 09:05:58,996.08,96a1de42,37a6ccc7,0
120,2020-08-05 07:18:17,598.09,29bd09f9,f6c1414b,0
121,2022-05-16 15:53:53,339.66,3f645a03,1ebf5c82,1
122,2020-07-27 17:05:51,187.33,4c9fe821,268a5af6,1
123,2022-04-18 11:32:09,117.6,b61e3c88,dfc6f2a5,0
124,2020-07-23 16:26:30,982.45,651670cb,5f158ef3,0
125,2022-02-21 16:50:45,286.83,1df37e75,8b8a8c98,0
126,2022-09-11 07:38:12,105.56,6b233635,3c25c2d1,0
127,2020-04-17 20:55:51,192.17,9022c447,0fa5ea3c,0
128,2022-06-23 11:18:17,661.65,626bb6fa,3364bb93,1
129,2020-12-27 18:26:04,890.95,8664705b,4dac8fc7,1
130,2021-08-24 06:51:04,514.05,035091f3,6e2d5195,1
131,2020-04-13 14:24:04,239.32,562bd5ca,570df590,0
132,2020-09-10 10:41:19,911.6,88ae4ee6,e05d79d9,0
133,2022-08-09 19:04:22,547.06,92b0b966,3cecdfc6,0
134,2020-05-16 23:35:28,456.08,f0f56e0d,5dc86311,1
135,2022-11-27 13:45:41,453.4,f43de435,26e7de37,0
136,2022-12-04 09:18:40,152.36,f1e73738,7890d569,0
137,2020-09-08 01:45:27,30.78,eda00d47,1ce7d572,1
138,2021-01-24 22:17:35,785.31,22b603ee,53afabee,0
139,2022-03-29 11:11:12,929.23,0e67b778,113c2273,1
140,2022-12-18 00:56:30,867.62,7db78003,74a2e95e,0
141,2022-04-23 17:05:50,404.52,c176ca69,b13f6fa8,1
142,2020-08-17 10:18:12,523.83,5e73a8bd,3e02daa2,1
143,2022-01-31 21:08:36,750.54,2fccbc3c,cf81c5ee,0
144,2021-01-03 10:05:05,165.07,d45babe6,27557a9e,0
145,2020-06-20 15:10:30,399.99,a67fabb0,a3a0634a,0
146,2021-07-13 19:48:11,473.11,132f2a07,66d42744,1
147,2020-07-14 11:18:34,521.13,cfd7954c,537ac9b4,0
148,2022-05-08 23:50:33,345.96,cac8689c,a9742b66,1
149,2020-05-12 04:18:27,257.38,db368079,38223dc5,0
150,2020-05-24 09:18:06,162.26,42fdd39b,2befce7a,0
151,2020-04-13 01:22:35,743.83,022de7c1,feeebd5a,1
152,2021-05-20 05:17:00,378.42,b632c5b9,067cafb6,1
153,2021-03-24 01:28:53,588.99,eee039c7,3184a5c8,1
154,2022-06-13 09:52:06,745.41,41f61c4d,72fc7cd1,0
155,2022-08-07 18:38:08,321.69,8fb0bf5c,5040aa37,0
156,2022-07-02 06:59:36,724.45,ec4ad853,3e2451f1,0
157,2020-08-30 20:46:24,568.57,f7224daf,b4e2958d,1
158,2020-02-10 18:27:43,40.69,a1c2a587,23c22d21,1
159,2022-09-24 05:30:38,168.5,31c117bb,1f47d69b,1
160,2022-10-17 04:21:49,673.09,ad78bac9,02f37c52,0
161,2021-12-22 06:29:27,524.62,d27757aa,965b859c,0
162,2022-07-09 06:47:29,995.62,91256af1,782f5fc7,0
163,2021-01-12 08:42:13,176.23,7a0726ec,a7f0e60c,0
164,2022-09-01 23:50:17,880.45,111238b1,76a34a43,0
165,2021-10-01 23:21:24,933.64,a9281e8e,1c5826f7,0
166,2022-10-27 08:47:13,189.19,3808f02e,2af9de22,1
167,2022-05-06 21:12:04,535.2,e7d23a90,937863ae,1
168,2020-07-17 19:26:00,513.67,a328b401,77db1613,0
169,2020-07-31 12:18:23,694.09,e014b9c6,82d6b944,1
170,2020-08-31 13:38:11,412.34,ae97c280,92fc5acd,1
171,2022-05-17 21:59:13,540.13,bb531619,b9e2a65a,1
172,2021-09-11 04:50:39,281.87,b5433221,1250bdef,1
173,2021-11-18 23:31:22,772.7,6ebbee25,715664ac,1
174,2020-10-20 17:51:33,25.95,8d16bc2c,c8d7fa9e,1
175,2021-09-03 18:04:36,71.75,07997951,f9692b2e,1
176,2022-12-18 04:21:29,878.79,12da0539,db02d517,1
177,2020-11-01 13:38:33,394.63,23074a1b,ca2283bb,0
178,2022-01-25 12:19:50,877.13,1f7d19a1,0804b4e2,1
179,2020-08-07 10:16:36,665.49,9cab2c97,5e50eda1,0
180,2022-05-31 11:26:26,904.56,1acc159b,246db1ae,0
181,2020-03-25 15:22:29,499.51,d237fc38,6a5be0b5,0
182,2020-03-27 14:13:12,997.85,4866328b,bcf21f88,1
183,2022-04-22 06:40:19,681.09,23771d9b,74b6c002,0
184,2021-12-26 21:20:32,590.73,d7442b5f,76fb90f9,1
185,2022-04-26 18:26:51,389.53,e168a3da,652b8811,0
186,2021-05-07 10:42:12,333.93,18aed56f,b27d7597,1
187,2022-07-16 00:40:48,405.71,4b598a2b,aa56de07,0
188,2020-11-01 20:05:58,840.14,f60940d9,718008f4,1
189,2020-07-15 03:44:55,863.24,9f094d07,784557f4,0
190,2020-07-03 09:19:24,746.37,ecff7fb0,a34c8346,0
191,2022-07-06 07:12:55,251.28,e3f6660e,3b4fdab3,1
192,2021-07-01 01:24:54,279.82,dcf3883a,bef159e7,1
193,2022-02-02 04:13:32,656.43,0ba8e65b,d021e321,1
194,2021-02-11 13:05:29,3.18,469aa802,840613da,1
195,2020-07-13 18:11:20,559.6,efb2e8de,f0ea7c09,0
196,2020-05-05 20:38:21,707.62,7214b8d2,7d5900fe,1
